33293	19744	1
43621	63471	1
43621	20358	1
33293	41105	1
66623	54235	1
43621	25020	1
43621	57903	1
12403	26183	1
30861	59219	1
43621	5344	1
13213	878	1
55164	52770	1
63129	29241	1
44991	38632	1
43621	878	1
43621	53233	1
20066	54098	1
50436	13641	1
50863	50698	1
11153	13682	1
12403	61523	1
45301	37477	1
33293	46252	1
43621	22484	1
33293	32087	1
43621	46117	1
43621	59776	1
7877	16122	1
33293	10565	1
33293	65819	1
40873	52770	1
54370	7093	1
33293	41916	1
64149	926	1
12403	28933	1
33293	3669	1
43621	34758	1
10506	15014	1
12403	9788	1
48777	431	1
43621	37400	1
43621	1049	1
28016	35590	1
12403	35575	1
43621	60261	1
11153	61711	1
43621	59584	1
43621	53920	1
54370	45746	1
43621	57221	1
33293	54894	1
66282	13682	1
43621	6745	1
43621	7051	1
66623	12541	1
30861	35015	1
33293	9788	1
43621	42610	1
43621	33790	1
33293	35905	1
43621	43707	1
1667	29241	1
43621	26788	1
48777	13682	1
50863	24627	1
33293	57545	1
43621	4589	1
12403	431	1
33293	13641	1
50863	41608	1
43621	31584	1
43621	23823	1
12403	54894	1
48777	61711	1
43621	19744	1
10506	13682	1
50436	34740	1
43621	38545	1
31069	45720	1
43621	25341	1
48777	6432	1
50863	1743	1
43621	61681	1
43621	1823	1
66623	4193	1
33293	53038	1
43621	46716	1
33293	29807	1
50863	42577	1
50863	34048	1
50863	34610	1
43621	57696	1
12403	24065	1
33293	53186	1
66623	35905	1
50436	16122	1
9724	31268	1
43621	16341	1
43621	10873	1
66623	10559	1
50863	54199	1
12403	25018	1
7877	5718	1
43621	56416	1
12403	23832	1
43621	8113	1
66623	6056	1
44112	47235	1
12403	11907	1
54370	58642	1
43621	50698	1
12403	40449	1
43621	25943	1
20066	32606	1
43621	29807	1
43621	5135	1
50436	38632	1
50436	60987	1
33293	52416	1
11153	431	1
43621	40740	1
50863	48672	1
33293	1743	1
11153	48011	1
13213	13682	1
40873	29241	1
40873	7427	1
50863	48031	1
31069	32506	1
43621	20627	1
50863	35905	1
12403	5344	1
43621	8488	1
50863	27335	1
61336	54894	1
654	15670	1
66282	31268	1
9724	32606	1
34347	32254	1
43621	63804	1
50863	10565	1
43621	64598	1
7877	14120	1
11153	7246	1
33293	28601	1
12403	878	1
33293	60583	1
654	35590	1
66623	52770	1
43621	65679	1
12403	58532	1
20066	13641	1
43621	35933	1
654	7093	1
43621	59432	1
12403	30566	1
43621	55403	1
44112	15014	1
12403	29322	1
7877	35905	1
43621	7093	1
12403	65813	1
43621	47287	1
43621	58532	1
43621	56353	1
43621	15547	1
43621	57545	1
13213	29807	1
33293	15014	1
43621	54894	1
654	54932	1
43621	5846	1
43621	28944	1
43621	12991	1
50863	60601	1
59444	61711	1
654	13682	1
654	51285	1
33293	15547	1
33293	33201	1
33293	48368	1
43621	57280	1
12403	54932	1
22068	37477	1
44112	25176	1
44112	29281	1
43621	35941	1
33293	11709	1
43621	53186	1
66623	9670	1
43621	12583	1
654	30970	1
50436	8488	1
43621	20492	1
43621	15268	1
33293	5718	1
43621	23739	1
50863	179	1
54370	51153	1
54370	52770	1
33293	56575	1
64642	29598	1
50436	14120	1
43621	32506	1
43621	7507	1
50436	57582	1
33293	49054	1
12403	3530	1
25026	61711	1
12403	13682	1
43621	64132	1
64642	54932	1
50436	54932	1
10506	25737	1
4928	37477	1
66282	58532	1
59444	49054	1
43621	13641	1
43621	6245	1
43621	2097	1
12403	7093	1
12403	64571	1
43621	27202	1
654	12808	1
43621	18028	1
13565	29322	1
33293	11601	1
43621	20153	1
66623	7427	1
43621	12223	1
43621	431	1
10506	31268	1
33293	20754	1
43621	33867	1
43621	18423	1
33293	10276	1
20066	59776	1
50863	15528	1
12403	11709	1
43621	64304	1
11153	11010	1
43621	34574	1
43621	63715	1
10506	30970	1
43621	35590	1
43621	56808	1
43621	25460	1
43621	31268	1
43621	49054	1
43621	32642	1
37496	37477	1
33293	46062	1
43621	63336	1
43621	32044	1
43621	26183	1
66623	45697	0
45301	15528	0
7877	65813	0
48777	45317	0
13565	3195	0
37496	29241	0
64149	64571	0
37496	8488	0
45301	48368	0
63129	8218	0
31069	16707	0
43372	14286	0
3127	8218	0
66623	34574	0
55164	25018	0
44991	49992	0
43372	15670	0
31069	7516	0
50863	12541	0
50436	64598	0
43372	19744	0
11153	10559	0
3127	60226	0
61336	25176	0
59444	34763	0
37496	18423	0
59444	28601	0
3127	35941	0
48777	57582	0
22068	10559	0
63129	46117	0
1667	34610	0
44991	63336	0
37496	63715	0
64149	60583	0
64642	6651	0
25026	5396	0
4928	54894	0
28016	9788	0
64642	32254	0
3127	30212	0
22068	53038	0
10506	29241	0
200	19630	0
44112	34763	0
10506	25943	0
22068	22484	0
45301	46605	0
4928	41608	0
54370	55403	0
59444	64132	0
43372	34610	0
37496	25943	0
11153	12583	0
66623	53186	0
13213	53233	0
31069	58642	0
44991	7427	0
54370	56727	0
59444	63599	0
31069	54199	0
44991	6056	0
13565	64304	0
54370	11010	0
1667	61681	0
55164	35575	0
44991	12583	0
22068	8766	0
50436	59432	0
13213	6651	0
66282	14909	0
61336	65813	0
33293	65813	0
30861	19319	0
63129	65679	0
4928	52077	0
31069	19860	0
55164	7516	0
44112	35941	0
20066	1773	0
64149	54235	0
1667	35142	0
64642	59489	0
54370	31268	0
40873	5846	0
59444	4251	0
64149	61356	0
654	8480	0
64642	56416	0
64149	51285	0
4928	56106	0
50863	55203	0
13213	49054	0
43372	59219	0
28016	59584	0
34347	25341	0
7877	6454	0
59444	5846	0
45301	64598	0
55164	19514	0
66623	5427	0
66623	13641	0
48777	30654	0
7877	59584	0
30861	39335	0
25026	32631	0
7877	27509	0
44112	7051	0
66623	51153	0
12403	41608	0
45301	5508	0
10506	60987	0
13565	59219	0
43621	1743	0
31069	34740	0
13565	42514	0
1667	45720	0
63129	59584	0
25026	37477	0
22068	14909	0
55164	148	0
54370	55203	0
59444	23039	0
48777	29322	0
7877	18341	0
7877	59577	0
54370	29322	0
9724	50024	0
200	15528	0
66623	45273	0
30861	878	0
44991	18341	0
64149	33701	0
45301	23832	0
28016	25341	0
61336	3530	0
22068	12223	0
28016	3157	0
55164	54366	0
61336	55403	0
48777	9788	0
654	39272	0
7877	53656	0
11153	27202	0
3127	29422	0
11153	27509	0
45301	34048	0
31069	33211	0
7877	25943	0
55164	18765	0
31069	40449	0
7877	58642	0
43372	24627	0
64642	10559	0
654	7506	0
55164	63599	0
31069	3195	0
13213	6993	0
12403	15547	0
44112	26788	0
13213	41105	0
54370	43707	0
4928	4589	0
13213	65813	0
13213	5846	0
50436	57454	0
12403	56210	0
7877	9949	0
22068	65813	0
37496	27509	0
40873	34574	0
63129	44108	0
48777	54366	0
45301	9949	0
13213	54199	0
34347	37392	0
31069	54894	0
37496	61681	0
13213	12223	0
43372	11010	0
25026	5846	0
9724	57617	0
22068	55403	0
66282	55403	0
13565	5135	0
37496	1773	0
31069	13682	0
66623	12991	0
66623	57221	0
37496	41916	0
20066	35941	0
20066	33701	0
59444	57280	0
12403	41105	0
45301	51508	0
50436	6432	0
50863	27509	0
61336	20153	0
50436	51508	0
61336	29598	0
33293	53233	0
34347	19630	0
50863	6993	0
22068	45273	0
43372	9949	0
12403	20724	0
11153	25176	0
11153	35941	0
59444	179	0
50436	18341	0
28016	45273	0
59444	56210	0
1667	46605	0
13213	19458	0
66282	12223	0
59444	9670	0
13565	40800	0
43372	37392	0
54370	32087	0
44991	39226	0
37496	57696	0
50436	6056	0
13213	23314	0
13565	32921	0
7877	65885	0
59444	57696	0
200	56210	0
55164	45746	0
9724	8766	0
34347	35937	0
22068	25804	0
48777	45746	0
1667	5135	0
22068	54199	0
13565	58642	0
40873	1823	0
43372	60987	0
28016	56210	0
44112	25020	0
10506	25804	0
3127	51508	0
55164	6056	0
25026	54894	0
12403	926	0
22068	55203	0
50863	48011	0
43372	1743	0
50863	65819	0
44112	54098	0
9724	20492	0
64642	12374	0
13565	57454	0
54370	25376	0
55164	34758	0
10506	50024	0
9724	42514	0
31069	41953	0
200	57545	0
63129	35590	0
64642	56808	0
654	64304	0
10506	10559	0
13565	33790	0
66623	51285	0
43372	12824	0
4928	46268	0
61336	12374	0
33293	20358	0
654	6454	0
3127	10691	0
28016	29598	0
33293	52770	0
50863	57696	0
31069	63471	0
30861	25804	0
3127	46252	0
61336	19172	0
200	44316	0
59444	35142	0
44112	37477	0
1667	4739	0
12403	3669	0
11153	35933	0
9724	35933	0
43372	32631	0
50863	23544	0
66623	43707	0
43372	62073	0
25026	14286	0
64642	54235	0
654	30566	0
9724	53038	0
45301	37392	0
43372	179	0
9724	38632	0
54370	4589	0
48777	51508	0
31069	63599	0
66282	14120	0
61336	45317	0
43372	14909	0
11153	23832	0
13213	4707	0
64642	45697	0
45301	47880	0
200	42514	0
40873	64132	0
28016	47235	0
1667	3157	0
55164	50024	0
4928	30750	0
654	62257	0
9724	46117	0
33293	23314	0
30861	54366	0
1667	32606	0
30861	16707	0
40873	16122	0
34347	179	0
37496	10691	0
654	20724	0
64642	53155	0
9724	39272	0
64149	37392	0
13565	14909	0
28016	7051	0
13213	15620	0
1667	41105	0
66623	25176	0
37496	33211	0
25026	19172	0
50436	20754	0
200	64304	0
25026	19514	0
200	20627	0
12403	50024	0
45301	55203	0
13213	61523	0
40873	5135	0
66623	35933	0
13213	63715	0
1667	44316	0
10506	56575	0
66623	30212	0
12403	10873	0
64149	10276	0
4928	57280	0
25026	50024	0
20066	26565	0
11153	42514	0
31069	1049	0
61336	19458	0
50863	4707	0
44112	52077	0
13565	62257	0
63129	20627	0
10506	47235	0
64642	6432	0
12403	46716	0
31069	23832	0
7877	12991	0
200	41105	0
4928	57617	0
34347	38545	0
654	55403	0
13565	65885	0
34347	7093	0
13213	42514	0
22068	1049	0
66282	28933	0
3127	3530	0
1667	15547	0
64642	31584	0
9724	10565	0
50436	28933	0
66623	49992	0
13213	9670	0
3127	32606	0
31069	60601	0
66282	3157	0
43621	65819	0
48777	29807	0
200	63599	0
63129	9788	0
34347	30970	0
66282	60987	0
22068	27509	0
54370	51508	0
3127	10565	0
654	60987	0
64149	54366	0
44991	56808	0
11153	3669	0
28016	20492	0
31069	55403	0
4928	46605	0
7877	8218	0
10506	9788	0
45301	35937	0
7877	51493	0
11153	29281	0
13213	33201	0
43372	33211	0
40873	40832	0
59444	53038	0
50863	60987	0
9724	4589	0
48777	54932	0
30861	5718	0
66282	16341	0
44991	52416	0
10506	43707	0
22068	34574	0
64149	8218	0
9724	7427	0
12403	64598	0
4928	27509	0
66623	57617	0
9724	32087	0
13565	19458	0
34347	14286	0
33293	25020	0
61336	20754	0
43372	926	0
22068	20754	0
34347	5396	0
61336	28944	0
13565	32044	0
11153	65017	0
20066	1049	0
33293	9949	0
22068	179	0
43372	40800	0
40873	8113	0
44991	56416	0
45301	59219	0
31069	26995	0
9724	25943	0
25026	30566	0
44991	20358	0
200	32631	0
654	61681	0
55164	18341	0
22068	20153	0
64642	53920	0
25026	60601	0
25026	44316	0
31069	60226	0
64642	4251	0
